job,marital,education,default,balance,housing,loan,campaign,pdays,previous,y,poutcome
blue-collar,married,primary,no,37,yes,no,2,362,1,no,other
admin.,single,secondary,no,2524,no,no,1,-1,0,no,unknown
unemployed,single,tertiary,no,9019,yes,no,3,-1,0,no,unknown
blue-collar,divorced,unknown,no,39,yes,no,5,-1,0,no,unknown
blue-collar,married,secondary,no,0,yes,no,1,-1,0,no,unknown
technician,divorced,secondary,no,265,yes,no,6,-1,0,no,unknown
blue-collar,single,secondary,no,0,yes,no,1,345,4,yes,other
admin.,divorced,unknown,no,4012,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,1520,yes,no,1,-1,0,no,unknown
blue-collar,divorced,secondary,no,-140,yes,no,2,-1,0,no,unknown
retired,divorced,primary,no,852,no,no,1,-1,0,no,unknown
blue-collar,single,secondary,no,578,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,yes,0,yes,no,2,-1,0,no,unknown
services,single,secondary,no,2253,yes,no,3,-1,0,yes,unknown
management,single,tertiary,no,1171,yes,no,1,-1,0,no,unknown
technician,single,tertiary,no,452,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,-97,yes,no,1,225,2,no,success
retired,married,secondary,no,4738,no,no,5,-1,0,no,unknown
admin.,divorced,secondary,no,467,yes,no,1,-1,0,no,unknown
student,single,tertiary,no,0,no,no,5,3,6,no,other
management,married,tertiary,no,495,no,no,3,97,2,yes,success
entrepreneur,married,secondary,no,157,no,yes,11,366,1,no,other
self-employed,married,secondary,no,358,yes,yes,3,-1,0,no,unknown
services,married,secondary,no,292,yes,no,3,-1,0,no,unknown
blue-collar,married,primary,no,7343,yes,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,-563,yes,no,1,-1,0,no,unknown
retired,single,secondary,no,351,yes,no,5,-1,0,yes,unknown
unknown,married,primary,no,365,no,no,2,-1,0,no,unknown
blue-collar,single,secondary,no,13494,yes,no,25,-1,0,no,unknown
admin.,single,secondary,no,846,yes,no,2,-1,0,no,unknown
retired,married,secondary,no,1574,no,no,3,-1,0,yes,unknown
entrepreneur,married,tertiary,no,-28,yes,no,1,-1,0,no,unknown
retired,married,tertiary,no,0,no,no,1,60,1,yes,success
retired,married,primary,no,2927,no,yes,5,-1,0,no,unknown
blue-collar,married,secondary,no,501,yes,yes,1,-1,0,no,unknown
housemaid,divorced,primary,yes,1238,no,no,1,-1,0,yes,unknown
unknown,married,unknown,no,301,no,no,2,-1,0,no,unknown
retired,married,primary,no,1388,no,no,3,190,3,no,success
technician,single,secondary,no,102,yes,no,2,-1,0,no,unknown
technician,divorced,primary,no,13,yes,no,2,368,2,no,failure
self-employed,married,secondary,no,413,yes,no,2,-1,0,no,unknown
technician,single,tertiary,no,4665,yes,no,2,-1,0,yes,unknown
admin.,married,secondary,no,638,yes,no,9,-1,0,no,unknown
blue-collar,married,secondary,no,101,yes,no,4,-1,0,no,unknown
management,married,tertiary,no,1224,yes,yes,2,-1,0,yes,unknown
self-employed,married,secondary,no,1103,no,no,2,-1,0,no,unknown
services,married,secondary,no,3748,no,no,3,-1,0,no,unknown
technician,married,secondary,no,955,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,518,yes,no,1,-1,0,no,unknown
services,single,primary,no,1893,yes,no,6,-1,0,yes,unknown
technician,married,tertiary,no,14,no,no,2,-1,0,no,unknown
admin.,married,secondary,no,-423,yes,yes,1,-1,0,no,unknown
management,married,tertiary,no,3696,no,no,1,182,3,no,failure
management,married,tertiary,no,2987,yes,no,1,-1,0,yes,unknown
technician,single,secondary,no,433,no,no,2,-1,0,no,unknown
technician,married,unknown,no,756,no,no,3,-1,0,no,unknown
technician,single,tertiary,no,0,yes,no,1,-1,0,no,unknown
unknown,married,secondary,no,2727,no,no,3,-1,0,no,unknown
technician,married,secondary,no,93,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,1766,no,yes,2,-1,0,yes,unknown
services,married,secondary,no,124,yes,no,5,-1,0,no,unknown
admin.,married,tertiary,no,69,no,yes,2,-1,0,no,unknown
services,divorced,secondary,no,0,no,no,2,-1,0,yes,unknown
management,married,tertiary,no,0,yes,no,5,303,2,no,failure
technician,married,secondary,no,259,no,no,1,89,1,yes,success
blue-collar,married,primary,no,4103,no,no,1,-1,0,no,unknown
technician,single,tertiary,no,744,yes,no,1,288,12,no,other
services,married,secondary,no,116,yes,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,70,yes,no,2,-1,0,no,unknown
admin.,divorced,secondary,no,432,no,no,3,-1,0,no,unknown
management,married,tertiary,no,1172,no,no,1,-1,0,no,unknown
blue-collar,single,secondary,no,9,yes,no,3,-1,0,no,unknown
services,married,secondary,no,428,yes,no,1,-1,0,no,unknown
technician,single,tertiary,no,7546,yes,no,1,122,3,no,failure
blue-collar,married,primary,no,620,no,no,1,-1,0,no,unknown
self-employed,married,tertiary,no,8647,no,no,2,-1,0,no,unknown
management,single,secondary,no,192,yes,no,11,-1,0,no,unknown
blue-collar,married,secondary,no,0,yes,no,1,7,2,no,failure
technician,single,tertiary,no,27733,yes,no,7,-1,0,no,unknown
entrepreneur,married,primary,no,276,yes,yes,1,-1,0,no,unknown
technician,single,secondary,no,113,no,no,2,183,4,yes,success
technician,married,secondary,no,782,yes,no,2,-1,0,no,unknown
entrepreneur,married,primary,no,82,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,1008,no,no,13,-1,0,no,unknown
unknown,single,tertiary,no,6421,no,no,4,-1,0,no,unknown
admin.,single,secondary,no,443,no,no,3,-1,0,no,unknown
technician,married,secondary,no,351,yes,no,1,-1,0,no,unknown
technician,married,tertiary,no,5060,yes,no,21,-1,0,no,unknown
technician,single,tertiary,no,-41,no,yes,15,-1,0,no,unknown
services,single,secondary,no,-124,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,79,yes,yes,11,-1,0,no,unknown
unemployed,single,secondary,no,3945,no,no,1,-1,0,no,unknown
retired,married,tertiary,no,197,no,yes,1,-1,0,no,unknown
blue-collar,divorced,primary,no,837,no,no,2,-1,0,no,unknown
management,married,tertiary,no,-94,no,yes,1,-1,0,no,unknown
services,married,secondary,no,1743,yes,no,4,-1,0,no,unknown
technician,married,secondary,no,57,no,no,1,-1,0,yes,unknown
admin.,married,secondary,no,635,no,no,3,-1,0,no,unknown
retired,married,secondary,no,-113,yes,yes,2,-1,0,no,unknown
admin.,divorced,secondary,no,225,no,no,4,-1,0,yes,unknown
admin.,married,secondary,no,124,no,no,2,-1,0,no,unknown
entrepreneur,single,secondary,no,475,no,no,3,-1,0,no,unknown
management,married,tertiary,no,-7,no,yes,1,-1,0,no,unknown
technician,single,secondary,yes,375,no,no,2,-1,0,no,unknown
admin.,divorced,secondary,no,936,no,no,1,-1,0,yes,unknown
technician,married,secondary,no,1415,yes,no,1,116,1,no,failure
unemployed,single,secondary,no,0,no,no,2,-1,0,no,unknown
admin.,single,secondary,no,3638,no,no,5,-1,0,no,unknown
blue-collar,married,secondary,no,-99,yes,no,5,-1,0,no,unknown
technician,married,secondary,no,167,yes,yes,3,-1,0,no,unknown
housemaid,married,primary,no,19,yes,no,1,-1,0,no,unknown
self-employed,married,tertiary,no,242,yes,no,4,-1,0,no,unknown
unknown,married,unknown,no,13,no,no,1,-1,0,no,unknown
technician,married,secondary,no,286,no,no,1,343,4,no,failure
unemployed,married,secondary,no,769,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,93,no,no,2,88,1,no,other
blue-collar,married,secondary,no,1663,yes,no,3,327,1,no,failure
entrepreneur,married,primary,no,238,yes,yes,1,-1,0,no,unknown
technician,single,secondary,no,2178,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,792,yes,yes,2,175,12,no,other
blue-collar,single,unknown,no,871,yes,no,3,-1,0,no,unknown
admin.,married,secondary,no,1025,no,no,8,-1,0,no,unknown
technician,divorced,secondary,no,63,yes,no,1,-1,0,no,unknown
blue-collar,single,secondary,no,16,no,no,1,-1,0,no,unknown
management,single,secondary,no,417,no,no,1,-1,0,no,unknown
services,married,secondary,no,3992,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,2749,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,133,no,no,1,-1,0,yes,unknown
blue-collar,single,secondary,no,1721,yes,no,2,-1,0,no,unknown
management,divorced,tertiary,no,2171,yes,yes,1,-1,0,yes,unknown
services,married,secondary,no,4760,yes,no,2,169,2,no,failure
technician,single,secondary,no,2979,no,no,1,-1,0,no,unknown
management,married,tertiary,no,690,yes,no,3,-1,0,no,unknown
blue-collar,divorced,secondary,no,203,yes,no,1,127,4,no,other
blue-collar,married,secondary,no,322,yes,no,3,-1,0,no,unknown
admin.,divorced,secondary,no,1210,no,no,1,-1,0,no,unknown
self-employed,married,secondary,no,634,yes,no,1,131,1,no,failure
entrepreneur,married,secondary,no,273,no,no,1,-1,0,no,unknown
student,single,unknown,no,47,no,no,3,-1,0,no,unknown
management,married,tertiary,no,1100,no,yes,2,-1,0,no,unknown
admin.,married,secondary,no,0,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,0,no,no,4,-1,0,no,unknown
entrepreneur,married,tertiary,no,1544,no,yes,7,196,3,no,failure
services,single,unknown,no,6145,yes,no,1,287,13,no,failure
self-employed,married,secondary,no,28,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,1012,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,245,yes,yes,3,-1,0,no,unknown
management,single,tertiary,no,1998,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,3990,yes,no,7,-1,0,no,unknown
services,married,secondary,no,1328,yes,no,4,-1,0,no,unknown
entrepreneur,married,tertiary,no,412,yes,yes,1,-1,0,no,unknown
management,married,primary,no,229,no,yes,3,-1,0,no,unknown
student,single,tertiary,no,1562,no,no,4,-1,0,yes,unknown
admin.,single,secondary,no,3432,yes,no,2,-1,0,no,unknown
admin.,single,secondary,no,144,yes,no,11,-1,0,no,unknown
management,married,tertiary,no,1339,yes,no,5,-1,0,no,unknown
services,married,unknown,no,386,no,yes,1,152,1,no,success
blue-collar,married,primary,no,7727,yes,no,8,-1,0,no,unknown
entrepreneur,married,secondary,no,204,no,no,13,-1,0,no,unknown
blue-collar,divorced,unknown,no,101,yes,no,4,-1,0,no,unknown
unemployed,divorced,secondary,no,728,yes,yes,1,-1,0,no,unknown
entrepreneur,married,primary,no,2418,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,2934,yes,no,4,-1,0,no,unknown
technician,single,secondary,no,0,yes,no,4,-1,0,no,unknown
unknown,single,unknown,no,181,no,no,1,-1,0,no,unknown
management,married,tertiary,no,176,no,no,4,-1,0,no,unknown
blue-collar,married,primary,no,49,yes,no,2,365,5,no,other
blue-collar,married,secondary,no,2023,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,372,yes,no,1,-1,0,no,unknown
management,divorced,unknown,no,7702,no,no,2,-1,0,yes,unknown
blue-collar,single,primary,no,464,yes,no,1,299,2,no,other
management,married,secondary,no,117,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,104,yes,yes,2,-1,0,no,unknown
management,married,tertiary,no,1041,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,539,no,no,2,115,3,no,failure
blue-collar,married,primary,no,0,yes,no,2,-1,0,no,unknown
technician,single,tertiary,no,406,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,2558,yes,no,1,167,1,no,other
blue-collar,married,secondary,no,484,yes,no,2,-1,0,no,unknown
services,single,tertiary,no,3516,yes,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,5639,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,100,no,no,2,-1,0,no,unknown
admin.,single,secondary,no,1306,yes,no,5,-1,0,no,unknown
management,single,tertiary,no,815,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,245,yes,no,11,-1,0,no,unknown
blue-collar,married,unknown,no,191,no,no,2,-1,0,no,unknown
retired,married,secondary,no,2815,no,no,2,182,1,no,failure
self-employed,single,secondary,no,3672,yes,yes,1,-1,0,no,unknown
services,married,secondary,no,1572,yes,no,1,-1,0,no,unknown
unemployed,divorced,secondary,no,385,yes,no,1,-1,0,no,unknown
technician,single,secondary,no,29,no,no,2,-1,0,no,unknown
technician,married,secondary,no,84,no,yes,3,-1,0,no,unknown
self-employed,single,tertiary,no,876,yes,no,2,-1,0,no,unknown
services,single,primary,no,1499,yes,no,7,-1,0,no,unknown
student,married,tertiary,no,0,yes,no,1,-1,0,no,unknown
management,married,secondary,no,6217,yes,yes,2,181,2,no,failure
blue-collar,married,primary,no,329,yes,no,1,-1,0,no,unknown
admin.,divorced,secondary,no,162,yes,no,4,-1,0,no,unknown
technician,married,unknown,no,14533,no,no,3,198,2,no,success
management,single,tertiary,no,151,yes,no,3,-1,0,yes,unknown
services,married,secondary,no,-2,yes,yes,2,-1,0,no,unknown
blue-collar,single,unknown,no,4684,no,no,6,-1,0,no,unknown
management,divorced,tertiary,no,1149,no,yes,2,-1,0,no,unknown
blue-collar,married,primary,no,11,yes,no,4,-1,0,no,unknown
management,single,secondary,no,8004,no,no,3,-1,0,no,unknown
blue-collar,married,primary,no,1019,yes,no,5,-1,0,no,unknown
management,divorced,tertiary,no,1297,no,no,3,-1,0,yes,unknown
management,divorced,tertiary,no,415,yes,yes,4,-1,0,no,unknown
self-employed,married,primary,no,671,yes,no,3,-1,0,no,unknown
admin.,single,secondary,no,2378,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,417,yes,no,1,-1,0,no,unknown
retired,married,primary,no,71,no,no,3,-1,0,no,unknown
management,married,tertiary,no,1188,no,no,2,-1,0,no,unknown
blue-collar,married,primary,no,8139,yes,no,6,-1,0,no,unknown
blue-collar,married,secondary,no,249,yes,no,4,-1,0,no,unknown
blue-collar,married,primary,no,689,yes,no,2,-1,0,no,unknown
self-employed,married,secondary,no,203,yes,no,5,174,12,no,other
blue-collar,single,primary,yes,-183,no,yes,4,-1,0,no,unknown
blue-collar,married,primary,no,3451,no,yes,2,-1,0,no,unknown
technician,married,secondary,no,116,no,no,3,-1,0,no,unknown
services,married,secondary,no,1746,yes,no,1,316,1,no,failure
technician,married,secondary,no,0,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,897,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,821,yes,yes,2,180,1,no,failure
blue-collar,married,secondary,no,130,yes,no,1,-1,0,no,unknown
management,divorced,tertiary,no,1,yes,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,8,no,no,3,-1,0,no,unknown
technician,married,secondary,no,55,yes,no,4,-1,0,no,unknown
blue-collar,married,primary,no,699,no,no,1,154,6,no,failure
unemployed,divorced,secondary,no,759,no,no,1,169,3,no,failure
blue-collar,married,secondary,no,687,yes,no,2,370,1,no,failure
retired,married,secondary,no,4968,no,no,1,87,2,no,failure
blue-collar,married,primary,no,1211,yes,no,3,-1,0,no,unknown
self-employed,single,tertiary,no,426,no,no,1,-1,0,yes,unknown
entrepreneur,single,secondary,no,376,yes,yes,1,-1,0,no,unknown
management,married,tertiary,no,12,yes,no,1,-1,0,no,unknown
blue-collar,single,secondary,no,23,no,no,2,-1,0,no,unknown
admin.,married,secondary,no,353,yes,no,2,-1,0,no,unknown
services,divorced,secondary,no,330,yes,no,2,-1,0,no,unknown
management,divorced,tertiary,no,0,no,no,2,-1,0,no,unknown
entrepreneur,married,secondary,no,353,no,no,2,-1,0,no,unknown
technician,single,tertiary,no,2273,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,0,yes,no,1,-1,0,no,unknown
unemployed,married,tertiary,no,744,no,no,1,-1,0,no,unknown
services,single,secondary,no,608,no,no,3,-1,0,no,unknown
admin.,divorced,secondary,no,356,yes,no,3,313,1,no,failure
blue-collar,married,primary,no,1291,yes,no,17,-1,0,no,unknown
technician,single,secondary,no,-306,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,306,no,no,3,181,1,yes,success
blue-collar,married,primary,no,-312,yes,no,3,-1,0,no,unknown
technician,single,secondary,no,493,no,no,2,-1,0,no,unknown
management,married,tertiary,no,71,yes,no,8,-1,0,no,unknown
admin.,married,tertiary,no,669,yes,yes,2,-1,0,no,unknown
blue-collar,married,primary,no,556,yes,no,2,264,4,no,other
services,single,secondary,no,84,yes,no,1,-1,0,no,unknown
services,married,secondary,no,108,yes,no,12,-1,0,no,unknown
admin.,single,secondary,no,-11,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,1164,yes,no,2,-1,0,no,unknown
blue-collar,divorced,primary,no,-191,yes,no,1,-1,0,yes,unknown
blue-collar,married,secondary,no,132,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,2237,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,4761,yes,no,2,350,2,no,failure
blue-collar,married,secondary,no,-346,yes,yes,3,-1,0,no,unknown
unemployed,married,secondary,no,655,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,1048,yes,no,2,-1,0,no,unknown
services,single,secondary,no,0,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,624,yes,no,1,-1,0,no,unknown
services,single,unknown,no,1784,no,no,2,-1,0,yes,unknown
admin.,single,secondary,no,1281,no,no,2,-1,0,no,unknown
technician,single,tertiary,no,569,no,yes,1,-1,0,no,unknown
blue-collar,married,primary,no,1666,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,168,yes,no,2,169,1,no,failure
self-employed,married,tertiary,no,263,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,-405,yes,no,1,-1,0,no,unknown
self-employed,married,secondary,no,279,yes,no,5,-1,0,no,unknown
technician,single,secondary,no,0,no,no,4,-1,0,yes,unknown
unknown,married,unknown,no,300,no,no,1,-1,0,no,unknown
unemployed,single,tertiary,no,415,no,no,1,-1,0,no,unknown
admin.,single,primary,no,0,yes,yes,4,-1,0,no,unknown
blue-collar,single,primary,no,1322,yes,yes,1,-1,0,no,unknown
services,married,secondary,no,1062,yes,yes,1,-1,0,no,unknown
technician,married,secondary,no,302,yes,no,3,-1,0,no,unknown
technician,divorced,secondary,no,809,yes,no,4,-1,0,no,unknown
housemaid,married,secondary,no,-278,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,3238,yes,no,1,-1,0,no,unknown
admin.,single,secondary,no,751,yes,no,2,-1,0,no,unknown
blue-collar,divorced,primary,no,-28,no,yes,2,-1,0,no,unknown
management,divorced,tertiary,no,0,no,no,2,-1,0,no,unknown
technician,single,secondary,no,2442,no,no,3,-1,0,yes,unknown
unemployed,married,tertiary,no,1798,yes,no,8,-1,0,no,unknown
admin.,married,secondary,no,132,no,no,1,84,3,yes,success
management,single,tertiary,no,260,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,7,yes,yes,2,193,2,no,other
management,single,tertiary,no,3283,no,no,1,73,1,yes,failure
technician,married,unknown,no,323,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,2960,yes,no,1,-1,0,no,unknown
unemployed,single,secondary,no,486,no,no,1,-1,0,no,unknown
retired,divorced,secondary,no,343,yes,no,2,-1,0,no,unknown
unemployed,divorced,secondary,no,507,yes,no,1,266,7,no,failure
management,single,tertiary,no,5958,yes,no,1,-1,0,yes,unknown
student,single,secondary,no,304,no,no,2,-1,0,yes,unknown
blue-collar,single,secondary,no,118,yes,no,1,-1,0,yes,unknown
self-employed,married,secondary,no,123,no,yes,1,85,5,no,other
management,married,tertiary,no,76,yes,no,3,-1,0,no,unknown
admin.,married,secondary,no,70,yes,no,2,-1,0,yes,unknown
unemployed,married,primary,no,960,yes,yes,2,-1,0,no,unknown
technician,single,tertiary,no,2185,no,no,2,-1,0,no,unknown
blue-collar,single,secondary,no,309,yes,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,2190,no,yes,2,232,1,no,failure
technician,married,primary,no,0,no,no,8,-1,0,no,unknown
admin.,married,secondary,no,3732,yes,no,2,-1,0,no,unknown
technician,married,primary,no,1550,no,no,5,-1,0,no,unknown
admin.,single,tertiary,no,62,no,yes,1,-1,0,no,unknown
blue-collar,married,primary,no,704,no,no,7,-1,0,no,unknown
management,married,secondary,no,4415,yes,no,3,141,7,yes,failure
blue-collar,single,secondary,yes,4,yes,no,3,-1,0,no,unknown
retired,married,secondary,no,262,no,no,4,-1,0,no,unknown
